Willis,Kansas,24
Fairfieldship,Kansas,23
Lone Elm,Kansas,23
Martinship,Kansas,23
Sappaship,Kansas,23
Bassett,Kansas,22
Cedar Point,Kansas,22
Graniteship,Kansas,22
Augustineship,Kansas,21
Mount Ayrship,Kansas,21
Cookship,Kansas,20
Round Springsship,Kansas,20
Rushvilleship,Kansas,20
Shileyship,Kansas,20
Morrisship,Kansas,19
Penalosa,Kansas,19
Jonesship,Kansas,18
Victorship,Kansas,18
Altoryship,Kansas,17
Hancockship,Kansas,17
Balance of Pleasant Valleyship,Kansas,16
Conklingship,Kansas,16
Durhamship,Kansas,14
Jaquaship,Kansas,14
Carr Creekship,Kansas,13
Elkadership,Kansas,13
Hollenberg,Kansas,13
Cedar,Kansas,12
Lewisship,Kansas,12
Covertship,Kansas,11
Rooseveltship,Kansas,11
Balance of Sun Cityship,Kansas,10
Aetnaship,Kansas,9
Delanoship,Kansas,9
Kill Creekship,Kansas,9
Leesship,Kansas,9
Logansportship,Kansas,9
Waldron,Kansas,9
Deerheadship,Kansas,8
Frederick,Kansas,8
Adellship,Kansas,6
Lexington-Fayette urban county,Kentucky,321793
Bowling Green,Kentucky,73529
Owensboro,Kentucky,60011
Covington,Kentucky,40837
Georgetown,Kentucky,37730
Richmond,Kentucky,35756
Florence,Kentucky,32132
Elizabethtown,Kentucky,31931
Nicholasville,Kentucky,31490
Hopkinsville,Kentucky,30683
Independence,Kentucky,28920
Jeffersontown,Kentucky,28671
Frankfort,Kentucky,28595
Henderson,Kentucky,27716
Paducah,Kentucky,26278
Radcliff,Kentucky,22942
Ashland,Kentucky,21476
Erlanger,Kentucky,19710
Madisonville,Kentucky,19420
Winchester,Kentucky,19071
Mount Washington,Kentucky,18317
St. Matthews,Kentucky,17437
Shelbyville,Kentucky,17379
Murray,Kentucky,17311
Danville,Kentucky,17303
Fort Thomas,Kentucky,17264
Berea,Kentucky,15924
Shively,Kentucky,15528
Glasgow,Kentucky,15087
Shepherdsville,Kentucky,14328
Newport,Kentucky,14113
Bardstown,Kentucky,13621
Somerset,Kentucky,11954
Lawrenceburg,Kentucky,11795
Campbellsville,Kentucky,11459
Lyndon,Kentucky,10928
Versailles,Kentucky,10431
Alexandria,Kentucky,10369
Paris,Kentucky,10209
La Grange,Kentucky,10183
Franklin,Kentucky,10133
Mayfield,Kentucky,9971
Middletown,Kentucky,9647
Middlesborough,Kentucky,9273
Elsmere,Kentucky,9165
Harrodsburg,Kentucky,9112
Maysville,Kentucky,8761
Hillview,Kentucky,8669
Fort Mitchell,Kentucky,8662
Edgewood,Kentucky,8387
Oak Grove,Kentucky,7793
Corbin,Kentucky,7768
Mount Sterling,Kentucky,7545
Union,Kentucky,7531
London,Kentucky,7413
Villa Hills,Kentucky,7331
Pikeville,Kentucky,7327
Flatwoods,Kentucky,7261
Russellville,Kentucky,7190
Morehead,Kentucky,7013
Taylor Mill,Kentucky,6832
Highland Heights,Kentucky,6812
Vine Grove,Kentucky,6700
Leitchfield,Kentucky,6409
Cynthiana,Kentucky,6361
Lebanon,Kentucky,6355
Crestwood,Kentucky,6264
Cold Spring,Kentucky,6243
Princeton,Kentucky,6204
Wilmore,Kentucky,6027
Central City,Kentucky,5912
Fort Wright,Kentucky,5837
Monticello,Kentucky,5694
Dayton,Kentucky,5673
Walton,Kentucky,5530
Bellevue,Kentucky,5524
Douglass Hills,Kentucky,5421
Williamsburg,Kentucky,5322
Hazard,Kentucky,5111
Columbia,Kentucky,4996
Benton,Kentucky,4763
Hurstbourne,Kentucky,4654
Prospect,Kentucky,4569
Greenville,Kentucky,4469
Ludlow,Kentucky,4358
Paintsville,Kentucky,4347
Crescent Springs,Kentucky,4340
Scottsville,Kentucky,4329
Prestonsburg,Kentucky,4092
Crittenden,Kentucky,4052
Williamstown,Kentucky,3962
Lancaster,Kentucky,3914
Carrollton,Kentucky,3895
Grayson,Kentucky,3710
Russell,Kentucky,3686
Southgate,Kentucky,3646
Stanford,Kentucky,3612
Beaver Dam,Kentucky,3536
Crestview Hills,Kentucky,3414
Hodgenville,Kentucky,3338
West Liberty,Kentucky,3247
Morganfield,Kentucky,3232
Park Hills,Kentucky,3165
Stanton,Kentucky,3154
Wilder,Kentucky,3140
Simpsonville,Kentucky,2997
Barbourville,Kentucky,2990
Flemingsburg,Kentucky,2928
Brandenburg,Kentucky,2913
Providence,Kentucky,2856
Marion,Kentucky,2848
Graymoor-Devondale,Kentucky,2845
Indian Hills,Kentucky,2836
Springfield,Kentucky,2834
Lakeside Park,Kentucky,2820
Russell Springs,Kentucky,2742
Eminence,Kentucky,2708
Cadiz,Kentucky,2691
Pioneer Village,Kentucky,2681
Hartford,Kentucky,2662
Louisa,Kentucky,2652
Calvert City,Kentucky,2517
Anchorage,Kentucky,2484
Morgantown,Kentucky,2469
Dawson Springs,Kentucky,2444
Windy Hills,Kentucky,2412
Mount Vernon,Kentucky,2407
Hardinsburg,Kentucky,2397
Fulton,Kentucky,2385
Cave City,Kentucky,2352
Irvine,Kentucky,2333
Raceland,Kentucky,2332
Tompkinsville,Kentucky,2307
Hickman,Kentucky,2301
Eddyville,Kentucky,2283
Junction City,Kentucky,2255
Horse Cave,Kentucky,2221
Jackson,Kentucky,2208
Falmouth,Kentucky,2198
Greensburg,Kentucky,2195
Carlisle,Kentucky,2121
Dry Ridge,Kentucky,2116
Elkton,Kentucky,2068
Beattyville,Kentucky,2054
Liberty,Kentucky,1981
Hurstbourne Acres,Kentucky,1945
Cumberland,Kentucky,1898
Jenkins,Kentucky,1877
Jamestown,Kentucky,1828
Lewisport,Kentucky,1758
Lebanon Junction,Kentucky,1755
Albany,Kentucky,1742
Catlettsburg,Kentucky,1737
Warsaw,Kentucky,1727
Harlan,Kentucky,1718
Jeffersonville,Kentucky,1716
Midway,Kentucky,1690
Edmonton,Kentucky,1686
Whitesburg,Kentucky,1679
Munfordville,Kentucky,1673
Pineville,Kentucky,1662
Coal Run Village,Kentucky,1650
Pewee Valley,Kentucky,1612
Auburn,Kentucky,1605
Sturgis,Kentucky,1597
Owenton,Kentucky,1593
Owingsville,Kentucky,1586
Olive Hill,Kentucky,1573
Orchard Grass Hills,Kentucky,1554
Worthington Hills,Kentucky,1554
Sebree,Kentucky,1539
Salyersville,Kentucky,1536
Manchester,Kentucky,1497
Worthington,Kentucky,1489
St. Regis Park,Kentucky,1426
Audubon Park,Kentucky,1422
Vanceburg,Kentucky,1360
West Buechel,Kentucky,1359
Burkesville,Kentucky,1345
Guthrie,Kentucky,1334
Coldstream,Kentucky,1285
Beechwood Village,Kentucky,1268
Taylorsville,Kentucky,1268
Clinton,Kentucky,1260
Earlington,Kentucky,1246
Irvington,Kentucky,1241
Livermore,Kentucky,1221
Barbourmeade,Kentucky,1209
Heritage Creek,Kentucky,1203
Clay City,Kentucky,1202
Silver Grove,Kentucky,1162
Cloverport,Kentucky,1128
Augusta,Kentucky,1100
Brodhead,Kentucky,1100
Greenup,Kentucky,1053
South Shore,Kentucky,1044
Muldraugh,Kentucky,1032
Camargo,Kentucky,1024
Hebron Estates,Kentucky,1017
Hawesville,Kentucky,1016
Clay,Kentucky,1015
Elkhorn City,Kentucky,999
Watterson Park,Kentucky,998
Burgin,Kentucky,995
Northfield,Kentucky,995
Bloomfield,Kentucky,971
Nortonville,Kentucky,968
Wurtland,Kentucky,962
West Point,Kentucky,943
Clarkson,Kentucky,939
Lynnview,Kentucky,939
Woodlawn Park,Kentucky,937
Brownsville,Kentucky,934
Ryland Heights,Kentucky,928
Rolling Hills,Kentucky,925
Bellefonte,Kentucky,910
Goshen,Kentucky,899
Bellemeade,Kentucky,898
Dixon,Kentucky,890
Ferguson,Kentucky,886
Evarts,Kentucky,865
Langdon Place,Kentucky,864
La Center,Kentucky,860
Adairville,Kentucky,859
Uniontown,Kentucky,854
Pembroke,Kentucky,852
New Castle,Kentucky,844
Fincastle,Kentucky,839
Campbellsburg,Kentucky,836
White Plains,Kentucky,828
Plantation,Kentucky,820
McKee,Kentucky,805
New Haven,Kentucky,804
Stamping Ground,Kentucky,796
Hollow Creek,Kentucky,793
Blue Ridge Manor,Kentucky,784
Perryville,Kentucky,782
Pleasureville,Kentucky,780
Powderly,Kentucky,780
Lewisburg,Kentucky,764
Smiths Grove,Kentucky,764
Hanson,Kentucky,755
Millersburg,Kentucky,744
Crab Orchard,Kentucky,742
Loretto,Kentucky,728
Corydon,Kentucky,727
Woodland Hills,Kentucky,726
Meadow Vale,Kentucky,721
Bromley,Kentucky,718
Mortons Gap,Kentucky,718
Rolling Fields,Kentucky,715
Bardwell,Kentucky,710
Green Spring,Kentucky,707
Upton,Kentucky,707
Salem,Kentucky,705
Calhoun,Kentucky,700
Burnside,Kentucky,699
Hindman,Kentucky,688
Strathmoor Village,Kentucky,677
Spring Valley,Kentucky,669
Seneca Gardens,Kentucky,666
Brooksville,Kentucky,658
Science Hill,Kentucky,658
Barlow,Kentucky,653
Kuttawa,Kentucky,653
Wickliffe,Kentucky,652
Sandy Hook,Kentucky,644
Crofton,Kentucky,638
Brownsboro Farm,Kentucky,635
Lynch,Kentucky,635
Butler,Kentucky,632
Loyall,Kentucky,620
Parkway Village,Kentucky,614
Park City,Kentucky,611
North Middletown,Kentucky,603
Milton,Kentucky,592
Kevil,Kentucky,591
Frenchburg,Kentucky,589
Glenview,Kentucky,589
Hardin,Kentucky,583
Pippa Passes,Kentucky,582
Whitesville,Kentucky,576
Wingo,Kentucky,576
Westwood,Kentucky,571
Sonora,Kentucky,566
Ravenna,Kentucky,564
Murray Hill,Kentucky,560
Wellington,Kentucky,560
Inez,Kentucky,535
Fleming-Neon,Kentucky,534
Bedford,Kentucky,526
Caneyville,Kentucky,526
Hollyvilla,Kentucky,514
Plum Springs,Kentucky,509
Bancroft,Kentucky,501
Benham,Kentucky,497
Martin,Kentucky,496
Houston Acres,Kentucky,493
Wheelwright,Kentucky,491
Riverwood,Kentucky,487
Drakesboro,Kentucky,470
Melbourne,Kentucky,466
Crestview,Kentucky,447
Robards,Kentucky,444
Briarwood,Kentucky,443
River Bluff,Kentucky,441
Fox Chase,Kentucky,440
Fordsville,Kentucky,439
Forest Hills,Kentucky,438
Island,Kentucky,435
Norbourne Estates,Kentucky,433
Moorland,Kentucky,431
Sacramento,Kentucky,425
Centertown,Kentucky,416
Richlawn,Kentucky,412
Wayland,Kentucky,403
Hazel,Kentucky,398
Kingsley,Kentucky,393
Hustonville,Kentucky,388
Gamaliel,Kentucky,385
Poplar Hills,Kentucky,378
Fredonia,Kentucky,375
Norwood,Kentucky,375
Old Brownsboro Place,Kentucky,372
Glenview Hills,Kentucky,371
McHenry,Kentucky,368
Sharpsburg,Kentucky,366
Ghent,Kentucky,363
Mount Olivet,Kentucky,354
Glencoe,Kentucky,353
Grand Rivers,Kentucky,352
Strathmoor Manor,Kentucky,348
Bellewood,Kentucky,338
Trenton,Kentucky,328
Sadieville,Kentucky,326
Hunters Hollow,Kentucky,324
Eubank,Kentucky,323
Vicco,Kentucky,319
Campton,Kentucky,313
Woodburn,Kentucky,311
Brownsboro Village,Kentucky,304
Creekside,Kentucky,304
Goose Creek,Kentucky,297
Druid Hills,Kentucky,296
Spring Mill,Kentucky,290
Waverly,Kentucky,289
Lakeview Heights,Kentucky,282
St. Charles,Kentucky,277
Wildwood,Kentucky,277
Bonnieville,Kentucky,272
Hyden,Kentucky,272
Bradfordsville,Kentucky,271
Willisburg,Kentucky,264
Rockport,Kentucky,261
Warfield,Kentucky,261
Arlington,Kentucky,259
Berry,Kentucky,253
Salt Lick,Kentucky,249
Broeck Pointe,Kentucky,244
Smithland,Kentucky,243
Manor Creek,Kentucky,237
Sparta,Kentucky,235
Ewing,Kentucky,230
Corinth,Kentucky,229
Crossgate,Kentucky,219
Dover,Kentucky,219
Fountain Run,Kentucky,217
Mentor,Kentucky,216
Woodlawn,Kentucky,214
Mackville,Kentucky,208
Nebo,Kentucky,206
Glenview Manor,Kentucky,205
Sanders,Kentucky,202
Oakland,Kentucky,198
Slaughters,Kentucky,186
Thornhill,Kentucky,182
Worthville,Kentucky,181
Maryhill Estates,Kentucky,179
Allen,Kentucky,178
Meadowview Estates,Kentucky,177
Mockingbird Valley,Kentucky,175
LaFayette,Kentucky,174
Prestonville,Kentucky,174
Ekron,Kentucky,173
Bremen,Kentucky,172
Livingston,Kentucky,165
Sycamore,Kentucky,165
Cambridge,Kentucky,159
Booneville,Kentucky,157
Raywick,Kentucky,154
St. Mary,Kentucky,142
Fairview,Kentucky,141
Hills and Dales,Kentucky,141
Germantown,Kentucky,140
Lincolnshire,Kentucky,137
South Carrollton,Kentucky,136
Columbus,Kentucky,134
Fairfield,Kentucky,122
Smithfield,Kentucky,121
Hickory Hill,Kentucky,118
Meadowbrook Farm,Kentucky,113
Rochester,Kentucky,112
Monterey,Kentucky,111
Kenton Vale,Kentucky,106
Blackey,Kentucky,104
Wheatcroft,Kentucky,103
Keene,Kentucky,102
Ten Broeck,Kentucky,93
Buckhorn,Kentucky,81
California,Kentucky,80
Blandville,Kentucky,71
Woodbury,Kentucky,71
Blaine,Kentucky,69
Gratz,Kentucky,66
Sardis,Kentucky,62
Carrsville,Kentucky,47
Concord,Kentucky,19
South Park View,Kentucky,0
East Baton Rouge Parish,Louisiana,453301
Jefferson Parish,Louisiana,433688
New Orleans,Louisiana,376971
Orleans Parish,Louisiana,376971
Balance of Jefferson Parish,Louisiana,330566
St. Tammany Parish,Louisiana,269388
Lafayette Parish,Louisiana,244205
Caddo Parish,Louisiana,233092
Baton Rouge,Louisiana,222185
Balance of St. Tammany Parish,Louisiana,208757
Calcasieu Parish,Louisiana,205282
Shreveport,Louisiana,184021
Balance of East Baton Rouge Parish,Louisiana,168717
Ouachita Parish,Louisiana,158768
Livingston Parish,Louisiana,145830
Tangipahoa Parish,Louisiana,135217
Bossier Parish,Louisiana,129144
Rapides Parish,Louisiana,128654
Ascension Parish,Louisiana,128369
Balance of Livingston Parish,Louisiana,123530
Lafayette,Louisiana,121771
Terrebonne Parish,Louisiana,108708
Balance of Ascension Parish,Louisiana,107491
Balance of Tangipahoa Parish,Louisiana,97682
Lafourche Parish,Louisiana,97504
Balance of Ouachita Parish,Louisiana,92570
Balance of Calcasieu Parish,Louisiana,89568
St. Landry Parish,Louisiana,82071
Lake Charles,Louisiana,81097
Balance of Lafourche Parish,Louisiana,78023
Balance of Terrebonne Parish,Louisiana,75690
Balance of Lafayette Parish,Louisiana,72297
Iberia Parish,Louisiana,68975
Kenner,Louisiana,65364
Bossier City,Louisiana,62865
Balance of Rapides Parish,Louisiana,59749
Acadia Parish,Louisiana,57288
Vermilion Parish,Louisiana,57204
Balance of Bossier Parish,Louisiana,55975
St. Charles Parish,Louisiana,52282
St. Martin Parish,Louisiana,51540
St. Mary Parish,Louisiana,48232
Lincoln Parish,Louisiana,48152
Vernon Parish,Louisiana,48027
Monroe,Louisiana,47284
Balance of St. Landry Parish,Louisiana,47070
Washington Parish,Louisiana,45133
Alexandria,Louisiana,44787
St. Bernard Parish,Louisiana,44258
St. John the Baptist Parish,Louisiana,42094
Balance of Caddo Parish,Louisiana,39788
Avoyelles Parish,Louisiana,39236
Natchitoches Parish,Louisiana,37026
Balance of Vernon Parish,Louisiana,36730
Beauregard Parish,Louisiana,36584
Webster Parish,Louisiana,36184
Balance of St. Martin Parish,Louisiana,36078
Balance of Iberia Parish,Louisiana,35189
Balance of Vermilion Parish,Louisiana,35102
Houma,Louisiana,33018
Jefferson Davis Parish,Louisiana,32345
Evangeline Parish,Louisiana,32215
Balance of Acadia Parish,Louisiana,30875
Balance of Washington Parish,Louisiana,30394
Central,Louisiana,29958
Iberville Parish,Louisiana,29824
Slidell,Louisiana,28658
New Iberia,Louisiana,27989
West Baton Rouge Parish,Louisiana,27792
De Soto Parish,Louisiana,26919
Balance of Beauregard Parish,Louisiana,26327
Morehouse Parish,Louisiana,25025
Balance of Avoyelles Parish,Louisiana,24148
Plaquemines Parish,Louisiana,23303
Allen Parish,Louisiana,22687
Ruston,Louisiana,22277
Grant Parish,Louisiana,22236
Sabine Parish,Louisiana,22135
Union Parish,Louisiana,21091
Assumption Parish,Louisiana,20689
Sulphur,Louisiana,20641
Pointe Coupee Parish,Louisiana,20356
Balance of Assumption Parish,Louisiana,20158
Zachary,Louisiana,20007
Hammond,Louisiana,19976
Richland Parish,Louisiana,19805
St. James Parish,Louisiana,19742
Balance of Evangeline Parish,Louisiana,19709
Franklin Parish,Louisiana,19668
East Feliciana Parish,Louisiana,19338
Balance of Grant Parish,Louisiana,18808
Concordia Parish,Louisiana,18376
Balance of St. Mary Parish,Louisiana,18374
Natchitoches,Louisiana,17662
Balance of Lincoln Parish,Louisiana,17591
Gretna,Louisiana,17590
Balance of De Soto Parish,Louisiana,17571
Youngsville,Louisiana,16432
Balance of Natchitoches Parish,Louisiana,16309
Balance of Sabine Parish,Louisiana,16093
Opelousas,Louisiana,15558
West Feliciana Parish,Louisiana,15494
Balance of Jefferson Davis Parish,Louisiana,15450
Thibodaux,Louisiana,15237
Balance of Union Parish,Louisiana,15148
Balance of Webster Parish,Louisiana,14974
Jackson Parish,Louisiana,14876
LaSalle Parish,Louisiana,14834
Balance of Morehouse Parish,Louisiana,14534
Pineville,Louisiana,14501
Claiborne Parish,Louisiana,14038
Balance of West Feliciana Parish,Louisiana,13915
Balance of St. James Parish,Louisiana,13841
Broussard,Louisiana,13782
Winn Parish,Louisiana,13488
Balance of Pointe Coupee Parish,Louisiana,13376
Balance of Franklin Parish,Louisiana,13354
Balance of Richland Parish,Louisiana,13321
Balance of Iberville Parish,Louisiana,13151
Mandeville,Louisiana,13139
Balance of West Baton Rouge Parish,Louisiana,13136
West Monroe,Louisiana,12856
Bienville Parish,Louisiana,12776
Balance of East Feliciana Parish,Louisiana,12644
Gonzales,Louisiana,12574
Baker,Louisiana,12434
Minden,Louisiana,11769
Balance of Allen Parish,Louisiana,11660
Crowley,Louisiana,11575
Covington,Louisiana,11475
Morgan City,Louisiana,11156
Abbeville,Louisiana,11048
St. Helena Parish,Louisiana,10912
Carencro,Louisiana,10835
Bogalusa,Louisiana,10569
Balance of Concordia Parish,Louisiana,10356
Balance of St. Helena Parish,Louisiana,10074
Madison Parish,Louisiana,9799
DeRidder,Louisiana,9745
Jennings,Louisiana,9697
West Carroll Parish,Louisiana,9594
Caldwell Parish,Louisiana,9571
Bastrop,Louisiana,9467
Denham Springs,Louisiana,9328
Eunice,Louisiana,9310
Balance of Claiborne Parish,Louisiana,9117
Balance of Jackson Parish,Louisiana,9073
Harahan,Louisiana,8967
Catahoula Parish,Louisiana,8805
Balance of Winn Parish,Louisiana,8712
Balance of LaSalle Parish,Louisiana,8662
Westwego,Louisiana,8400
Scott,Louisiana,8116
Balance of Caldwell Parish,Louisiana,7940
Ponchatoula,Louisiana,7927
Red River Parish,Louisiana,7564
Breaux Bridge,Louisiana,7561
East Carroll Parish,Louisiana,7220
Rayne,Louisiana,7160
St. Gabriel,Louisiana,7121
Addis,Louisiana,7113
Oakdale,Louisiana,6985
Balance of West Carroll Parish,Louisiana,6882
Balance of Bienville Parish,Louisiana,6833
Donaldsonville,Louisiana,6762
Franklin,Louisiana,6546
Balance of Catahoula Parish,Louisiana,6525
Walker,Louisiana,6413
Ville Platte,Louisiana,6368
Tallulah,Louisiana,6068
Plaquemine,Louisiana,5928
Patterson,Louisiana,5793
Leesville,Louisiana,5472
St. Martinville,Louisiana,5436
Grambling,Louisiana,5095
Cameron Parish,Louisiana,5080
Port Allen,Louisiana,4956
Marksville,Louisiana,4946
Balance of Red River Parish,Louisiana,4890
Winnsboro,Louisiana,4824
Jeanerette,Louisiana,4717
Springhill,Louisiana,4702
Westlake,Louisiana,4686
Berwick,Louisiana,4644
Mansfield,Louisiana,4529
Haughton,Louisiana,4484
New Roads,Louisiana,4379
Kaplan,Louisiana,4277
Jonesboro,Louisiana,4181
Church Point,Louisiana,4144
Tensas Parish,Louisiana,4043
Richwood,Louisiana,4013
Winnfield,Louisiana,3994
Ball,Louisiana,3885
Vidalia,Louisiana,3828
Amite City,Louisiana,3811
Lake Providence,Louisiana,3759
Jena,Louisiana,3757
Jackson,Louisiana,3678
Franklinton,Louisiana,3581
Balance of East Carroll Parish,Louisiana,3461
Blanchard,Louisiana,3438
Welsh,Louisiana,3351
Farmerville,Louisiana,3318
Rayville,Louisiana,3283
Bunkie,Louisiana,3274
Iowa,Louisiana,3180
Vinton,Louisiana,3171
Greenwood,Louisiana,3103
Ferriday,Louisiana,3085
Lutcher,Louisiana,3041
Sunset,Louisiana,3016
Vivian,Louisiana,3015
Balance of Madison Parish,Louisiana,2957
DeQuincy,Louisiana,2939
Mamou,Louisiana,2901
Gramercy,Louisiana,2860
Abita Springs,Louisiana,2678
Arcadia,Louisiana,2657
Pearl River,Louisiana,2630
Lake Arthur,Louisiana,2622
Brusly,Louisiana,2587
Delhi,Louisiana,2584
Homer,Louisiana,2541
Lockport,Louisiana,2490
Many,Louisiana,2473
Stonewall,Louisiana,2428
Maurice village,Louisiana,2273
Kentwood,Louisiana,2185
New Llano,Louisiana,2091
Kinder,Louisiana,2080
Benton,Louisiana,2055
Sterlington,Louisiana,2045
Erath,Louisiana,2018
Cottonport,Louisiana,1977
Livingston,Louisiana,1912
Haynesville,Louisiana,1905
Balance of Tensas Parish,Louisiana,1842
Jean Lafitte,Louisiana,1798
Delcambre,Louisiana,1778
Golden Meadow,Louisiana,1754
Port Barre,Louisiana,1749
Baldwin,Louisiana,1719
Woodworth,Louisiana,1717
Coushatta,Louisiana,1669
Independence,Louisiana,1657
Jonesville,Louisiana,1650
White Castle,Louisiana,1629
Zwolle,Louisiana,1623
Henderson,Louisiana,1603
Oak Grove,Louisiana,1600
St. Francisville,Louisiana,1579
Sorrento,Louisiana,1542
Rosepine,Louisiana,1512
Simmesport,Louisiana,1441
Colfax,Louisiana,1419
Olla,Louisiana,1389
Pine Prairie village,Louisiana,1375
Clinton,Louisiana,1352
Oberlin,Louisiana,1351
Ringgold,Louisiana,1345
Logansport,Louisiana,1341
Bernice,Louisiana,1337
Mansura,Louisiana,1314
Duson,Louisiana,1306
Iota,Louisiana,1289
Albany,Louisiana,1247
Basile,Louisiana,1200
Killian,Louisiana,1200
Livonia,Louisiana,1191
Gueydan,Louisiana,1137
French Settlement village,Louisiana,1103
Sibley,Louisiana,1084
Glenmora,Louisiana,1062
Slaughter,Louisiana,1027
Grand Isle,Louisiana,1003
Elton,Louisiana,1001
Arnaudville,Louisiana,1000
Choudrant village,Louisiana,994
Merryville,Louisiana,957
Moreauville village,Louisiana,957
Dubach,Louisiana,898
Krotz Springs,Louisiana,898
Clarks village,Louisiana,897
Roseland,Louisiana,896
Fordoche,Louisiana,895
Plain Dealing,Louisiana,890
Campti,Louisiana,885
Boyce,Louisiana,877
Oil City,Louisiana,876
Madisonville,Louisiana,871
Leonville,Louisiana,869
Newellton,Louisiana,857
Wisner,Louisiana,842
Maringouin,Louisiana,838
Lecompte,Louisiana,825
St. Joseph,Louisiana,817
Anacoco village,Louisiana,812
Simsboro village,Louisiana,796
Folsom village,Louisiana,780
Grand Coteau,Louisiana,766
Gibsland,Louisiana,763
Melville,Louisiana,757
Cotton Valley,Louisiana,756
Hessmer village,Louisiana,754
Washington,Louisiana,737
Mooringsport,Louisiana,724
Urania,Louisiana,700
Estherwood village,Louisiana,696
Cullen,Louisiana,689
Sarepta,Louisiana,687
Port Vincent village,Louisiana,662
Loreauville village,Louisiana,651
Doyline village,Louisiana,650
Tickfaw village,Louisiana,647
Greensburg,Louisiana,639
Parks village,Louisiana,634
Montgomery,Louisiana,633
Rosedale village,Louisiana,629
Marion,Louisiana,622
Mangham,Louisiana,617
Pleasant Hill village,Louisiana,615
Forest Hill village,Louisiana,599
Morse village,Louisiana,592
Cankton village,Louisiana,583
Simpson village,Louisiana,557
Clayton,Louisiana,556
Florien village,Louisiana,553
Ridgecrest,Louisiana,551
Richmond village,Louisiana,546
Martin village,Louisiana,533
Napoleonville village,Louisiana,531
Grosse Tete village,Louisiana,528
Waterproof,Louisiana,527
Provencal village,Louisiana,522
Mermentau village,Louisiana,515
Morganza village,Louisiana,515
Natchez village,Louisiana,488
Chatham,Louisiana,479
Vienna,Louisiana,475
Mer Rouge village,Louisiana,459
Cheneyville,Louisiana,458
Dry Prong village,Louisiana,456
Grayson village,Louisiana,456
Gilbert village,Louisiana,437
Tangipahoa village,Louisiana,436
Springfield,Louisiana,435
Junction City village,Louisiana,429
Goldonna village,Louisiana,424
Hornbeck,Louisiana,408
Elizabeth village,Louisiana,400
Sun village,Louisiana,400
Turkey Creek village,Louisiana,400
Pollock,Louisiana,398
Converse village,Louisiana,380
Hodge village,Louisiana,373
Wilson village,Louisiana,355
Sicily Island village,Louisiana,350
Epps village,Louisiana,344
South Mansfield village,Louisiana,340
Kilbourne village,Louisiana,336
Varnado village,Louisiana,331
Tullos,Louisiana,326
Clarence village,Louisiana,325
Dodson village,Louisiana,290
North Hodge village,Louisiana,289
Forest village,Louisiana,288
Dixie Inn village,Louisiana,284
Norwood village,Louisiana,282
Harrisonburg village,Louisiana,280
Columbia,Louisiana,278
Georgetown village,Louisiana,276
Hall Summit village,Louisiana,271
Collinston village,Louisiana,269
Saline village,Louisiana,264
Chataignier village,Louisiana,262
Angie village,Louisiana,258
Lucky village,Louisiana,249
Creola village,Louisiana,246
Belcher village,Louisiana,245
Keachi,Louisiana,243
Dubberly village,Louisiana,240
Hosston village,Louisiana,240
Calvin village,Louisiana,236
Castor village,Louisiana,229
Athens village,Louisiana,224
Fenton village,Louisiana,224
Grand Cane village,Louisiana,219
Plaucheville village,Louisiana,216
Delta village,Louisiana,215
Ida village,Louisiana,214
Baskin village,Louisiana,211
Reeves village,Louisiana,211
Evergreen,Louisiana,209
Heflin village,Louisiana,206
Noble village,Louisiana,202
Edgefield village,Louisiana,201
East Hodge village,Louisiana,199
Montpelier village,Louisiana,199
Fisher village,Louisiana,196
McNary village,Louisiana,194
Ashland village,Louisiana,193
Bienville village,Louisiana,189
Rodessa village,Louisiana,186
Bonita village,Louisiana,172
Lisbon village,Louisiana,159
Quitman village,Louisiana,155
Atlanta village,Louisiana,145
Pioneer village,Louisiana,144
Shongaloo village,Louisiana,143
Stanley village,Louisiana,131
Eros,Louisiana,127
Spearsville village,Louisiana,125
Oak Ridge village,Louisiana,124
Downsville village,Louisiana,119
Gilliam village,Louisiana,117
Longstreet village,Louisiana,117
Robeline village,Louisiana,116
Lillie village,Louisiana,111
Sikes village,Louisiana,111
Powhatan village,Louisiana,102
Palmetto village,Louisiana,94
Jamestown village,Louisiana,93
Bryceland village,Louisiana,87
Mount Lebanon,Louisiana,67
Mound village,Louisiana,13
Maine,Maine,1372247
Portland,Maine,68313
Lewiston,Maine,36617
Bangor,Maine,31921
South Portland,Maine,26993
Auburn,Maine,24033
Biddeford,Maine,22569
Scarborough,Maine,22562
Sanford,Maine,22135
Brunswick,Maine,21836
Saco,Maine,20669
Westbrook,Maine,20572
Augusta,Maine,18968
Windham,Maine,18761
Gorham,Maine,18426
Waterville,Maine,15959
York,Maine,13851
Falmouth,Maine,12575
Kennebunk,Maine,11669
Orono,Maine,11643
Wells,Maine,11550
Standish,Maine,10278
Kittery,Maine,10172
Lisbon,Maine,9674
Brewer,Maine,9636
Topsham,Maine,9601
Cape Elizabeth,Maine,9530
Old Orchard Beach,Maine,9108
Yarmouth,Maine,8997
Bath,Maine,8788
Presque Isle,Maine,8777
Freeport,Maine,8767
Skowhegan,Maine,8598
Cumberland,Maine,8545
Ellsworth,Maine,8531
Buxton,Maine,8454
Gray,Maine,8328
Berwick,Maine,8079
Waterboro,Maine,8030
Winslow,Maine,7952
Hampden,Maine,7772
South Berwick,Maine,7563
